Title,Rating,Body,Review_Text,Sentiment,word_count,char_count,exclam_count,ques_count
Fast delivery  boy good,2,"Charger  hitting proplme and prosser  bad  and video recording  sitting nahi h and app drawer  sitting nahi h very poor quality, good  fingerprints , good  battery,  camera low quality","Charger  hitting proplme and prosser  bad  and video recording  sitting nahi h and app drawer  sitting nahi h very poor quality, good  fingerprints , good  battery,  camera low quality",Negative,29,184,0,0
The worst product.,1,"M12 has very worst lcd display which is not even good for the eyes.camera quality is worst,video quality is not so good.Generally if you are thinking that product has many features then you will be mistaken.not worth of money so choose a better and high end product in Samsung.","M12 has very worst lcd display which is not even good for the eyes.camera quality is worst,video quality is not so good.Generally if you are thinking that product has many features then you will be mistaken.not worth of money so choose a better and high end product in Samsung.",Negative,49,277,0,0
Amazon service,1,The phone is too heavy to handle camera is too poor battery ok. Overall Amazon service is bad I tried to return product but before delivery but no option to return and process refund even customer service also bad because I paid online I have to product even though I didn't like really disappointed 😞,The phone is too heavy to handle camera is too poor battery ok. Overall Amazon service is bad I tried to return product but before delivery but no option to return and process refund even customer service also bad because I paid online I have to product even though I didn't like really disappointed 😞,Negative,55,301,0,0
Good battery life,5,Good budget phone for normal user. Great battery life. General samsung performance.Used for 2 months. If your bugets fits will recommend this phone.Not for Gamers :). Go away gamers from this device.,Good budget phone for normal user. Great battery life. General samsung performance.Used for 2 months. If your bugets fits will recommend this phone.Not for Gamers :). Go away gamers from this device.,Positive,32,199,0,0
Not worth buying,2,"Product was bought without physically checking it. I preferred Samsung over Chinese phone but their phone design is far better than Samsung in same budget. Screen is too big to hear any call, speakers are very bad, overall design is not very good, heavy to handle.","Product was bought without physically checking it. I preferred Samsung over Chinese phone but their phone design is far better than Samsung in same budget. Screen is too big to hear any call, speakers are very bad, overall design is not very good, heavy to handle.",Negative,46,264,0,0
Good battery backup and fast performance,4,Decent phone with good battery back up more than 1 day with good usage. Design is good to hold in hand. Screen is good. Touch is good. Camera is ok types with decent pics in daylight however in artificial light its average.Overall a decent buy at this price.,Decent phone with good battery back up more than 1 day with good usage. Design is good to hold in hand. Screen is good. Touch is good. Camera is ok types with decent pics in daylight however in artificial light its average.Overall a decent buy at this price.,Positive,48,258,0,0
Not as expected samsung still could better in this price,3,"Hangs a bit but other wise it's a decent buy for a normal user camera is average this review is afer a months use  samsung apps are useless only taking up space, battery is good","Hangs a bit but other wise it's a decent buy for a normal user camera is average this review is afer a months use  samsung apps are useless only taking up space, battery is good",Neutral,35,177,0,0
Except Good Battery ...phone is too slow too perform,2,1.Poor Display2.Poor Camera.3.Too much slow performance is too poor4.Plastic quality.5.No Gorilla Glass.6.Poor Toch for FingprintGood1.Good Batter Life,1.Poor Display2.Poor Camera.3.Too much slow performance is too poor4.Plastic quality.5.No Gorilla Glass.6.Poor Toch for FingprintGood1.Good Batter Life,Negative,17,151,0,0
Average mobile in all aspects,3,"Not a good mobile, not expected this kind of mobile from Samsung.Battery - not standing even a day.Full charging takes 3 hours to charge battery.Camera quality is not good.Mobile fast- working with 2gb ram speed instead 4gb ram","Not a good mobile, not expected this kind of mobile from Samsung.Battery - not standing even a day.Full charging takes 3 hours to charge battery.Camera quality is not good.Mobile fast- working with 2gb ram speed instead 4gb ram",Neutral,38,227,0,0
Good enough,4,"High level - it's goodCons -It feels like so much weight.While using much time, it becoming slow.Camera is but slow compared to other android's.Pros -Great design.Much battery life.Big screen to view movies & games.","High level - it's goodCons -It feels like so much weight.While using much time, it becoming slow.Camera is but slow compared to other android's.Pros -Great design.Much battery life.Big screen to view movies & games.",Positive,34,215,0,0
"Good Phone, Worst Camera, Poor display",2,Performance is good but Camera is very poor and 90 h display is not helping in making a undersaturated display little fun in daily use.In this price range go for Mi,Performance is good but Camera is very poor and 90 h display is not helping in making a undersaturated display little fun in daily use.In this price range go for Mi,Negative,31,164,0,0
Good but not excellent,4,"Finger print reading is fast and battery life is good, camera quality should be improved. One can go for this mobile, expect camera all features are reached expectations.","Finger print reading is fast and battery life is good, camera quality should be improved. One can go for this mobile, expect camera all features are reached expectations.",Positive,28,170,0,0
This phone is great at this price range of under 11k.,4,"This phone is great at the price range of under11k . This phone has good camera, battery is awesome and the 90 hz display is great but the pros in this phone is it does not have gyroscopic sensor which is to be their at this price range also at this price range they should provide us a good display.","This phone is great at the price range of under11k . This phone has good camera, battery is awesome and the 90 hz display is great but the pros in this phone is it does not have gyroscopic sensor which is to be their at this price range also at this price range they should provide us a good display.",Positive,60,300,0,0
Not Good,2,Camera and battery is ok but speed of processor in not satisfactory.After a month use of mobile touch screen not sensing properly.,Camera and battery is ok but speed of processor in not satisfactory.After a month use of mobile touch screen not sensing properly.,Negative,22,130,0,0
Disgusting product,1,Don't buy this mobile.This Mobile don't have very common senser like megnatometer.It does not properly work. Map compass not workMany time open another app automatically.Service center didn't fix this problem. He said me this type of problem are general in Samsung smartphone.,Don't buy this mobile.This Mobile don't have very common senser like megnatometer.It does not properly work. Map compass not workMany time open another app automatically.Service center didn't fix this problem. He said me this type of problem are general in Samsung smartphone.,Negative,42,276,0,0
Nice,5,Battery is too good at its performance. Camera was as it is specified in the specs. Display is also good,Battery is too good at its performance. Camera was as it is specified in the specs. Display is also good,Positive,20,104,0,0
Great Deal from Samsung,5,"I loved it, Great Battery life , Screen Quality,  and Camera Quality is also Good. I'm happy with the product.","I loved it, Great Battery life , Screen Quality,  and Camera Quality is also Good. I'm happy with the product.",Positive,20,110,0,0
It is hanging and speaker not working properly,1,"I purchased 6gb, one week back, but still it is hanging and speaker not working properly,  sometimes it plays as beep noise. Samsung becomes worst quality nowadays,","I purchased 6gb, one week back, but still it is hanging and speaker not working properly,  sometimes it plays as beep noise. Samsung becomes worst quality nowadays,",Negative,27,164,0,0
Not Good Mobile,1,Fingerprint Scanner still i unable to find. Very Slow gets stuck while using. Dont waste money instead add some more money and buy good mobile,Fingerprint Scanner still i unable to find. Very Slow gets stuck while using. Dont waste money instead add some more money and buy good mobile,Negative,25,142,0,0
Worst experience,1,Worst experience. First time received phone with speaker issues and second time on replacement received damaged peice.Worst standard of quality by a big brand name.,Worst experience. First time received phone with speaker issues and second time on replacement received damaged peice.Worst standard of quality by a big brand name.,Negative,25,164,0,0
Best Phone in this range,5,I am using it since a month.. and it is working very smoothly..Fingerprint reader is very goodBack Camera is Bestt.. and selfie camera is GoodPerformance is best for a normal user .. I am not using it for gaming or anything like that..Normal user can buy it without any doubt,I am using it since a month.. and it is working very smoothly..Fingerprint reader is very goodBack Camera is Bestt.. and selfie camera is GoodPerformance is best for a normal user .. I am not using it for gaming or anything like that..Normal user can buy it without any doubt,Positive,50,275,0,0
Good product,4,The overall phone is good big display big battery life and fingerprint sensor is fast enough camer peformance is good in day lighting condition but if lighting conditions are not good then picture will be below average also the processor is only capable of daily task it is not ment for heavy taking,The overall phone is good big display big battery life and fingerprint sensor is fast enough camer peformance is good in day lighting condition but if lighting conditions are not good then picture will be below average also the processor is only capable of daily task it is not ment for heavy taking,Positive,53,299,0,0
Best mobile in this price range,5,"I purchased this mobile in Deepawali offer in just 9000 Rs. No equivalent phone is available in this price range. Want to buy second one but the price is high now. Battery last longer than one day, finger print sensor is on side button, camera quality is great.","I purchased this mobile in Deepawali offer in just 9000 Rs. No equivalent phone is available in this price range. Want to buy second one but the price is high now. Battery last longer than one day, finger print sensor is on side button, camera quality is great.",Positive,48,261,0,0
quality as expected,4,pros-good build quality-nice battery-fast charging-nice interface fully customizable-edge panel comes in handycons-no gesture support for media and other functions-face recognition is very slow-no 5ghz wifinote:after more than a month use,pros-good build quality-nice battery-fast charging-nice interface fully customizable-edge panel comes in handycons-no gesture support for media and other functions-face recognition is very slow-no 5ghz wifinote:after more than a month use,Positive,30,238,0,0
Superb Battery backup......Great.,4,Brought this M12 Samsung device on 19th Mar 2021. Device is excellent/ responding quickly / no heating even after continuous usage for 4 hours / Good battery backup.  I feel only one drawback that is the battery charging.....it's taking 2.5 hour's for full charge but Samsung saying Fast Charging.  Good to buy.,Brought this M12 Samsung device on 19th Mar 2021. Device is excellent/ responding quickly / no heating even after continuous usage for 4 hours / Good battery backup.  I feel only one drawback that is the battery charging.....it's taking 2.5 hour's for full charge but Samsung saying Fast Charging.  Good to buy.,Positive,52,311,0,0
Value for money!,5,An initial impressionPros:Excellent battery life; low power consumption due to the advanced 8nm designGood displaySufficient processing power for an entry level phoneMost bloatware can be uninstalled,An initial impressionPros:Excellent battery life; low power consumption due to the advanced 8nm designGood displaySufficient processing power for an entry level phoneMost bloatware can be uninstalled,Positive,26,199,0,0
Phone is good but camera quality is poor and heavy weighted.,4,"Overall phone quality is good except camera is only 13 megapixel in stead of 48 megapixel.That is cheatibg by samsung with customers so please stop. I have purchased in 8549 Rs. OnlyBattery backup,fingers lock ,face lock is very good and working smoothly.","Overall phone quality is good except camera is only 13 megapixel in stead of 48 megapixel.That is cheatibg by samsung with customers so please stop. I have purchased in 8549 Rs. OnlyBattery backup,fingers lock ,face lock is very good and working smoothly.",Positive,42,255,0,0
Worst phone. Trapped..not getting network on it,1,"Please don't choose this phone, sim not working on it. Not taking network properly.no internet no clear phone calls even can't send message...we changed network but no use...but the same sim working perfectly on other phones.. I am trying to call customer support...no use at all there","Please don't choose this phone, sim not working on it. Not taking network properly.no internet no clear phone calls even can't send message...we changed network but no use...but the same sim working perfectly on other phones.. I am trying to call customer support...no use at all there",Negative,47,285,0,0
The worst camera at 10k mobile range ever,1,"Overall performance of the mobile is averageWe are not expecting  from Samsung for making fool to customer in camera quality( 48 mobile quad camera )which doesn't better than even 2MP.Doesn't  value  for money.,we will find much better phone at this 10k range.","Overall performance of the mobile is averageWe are not expecting  from Samsung for making fool to customer in camera quality( 48 mobile quad camera )which doesn't better than even 2MP.Doesn't  value  for money.,we will find much better phone at this 10k range.",Negative,42,260,0,0
Unmatchable made-in-India product,5,"Great phone with brilliant battery life. Worth buying it from a trusted company. The camera and display quality are outstanding. Overall, an unmatchable made-in-India product.","Great phone with brilliant battery life. Worth buying it from a trusted company. The camera and display quality are outstanding. Overall, an unmatchable made-in-India product.",Positive,25,175,0,0
Perfect review,2,"(1)-Processor is worst(don't even manage to play background song while downloading any stuff)(2)-audio recording quality is the third class(3)-except for these 2, everything is well.","(1)-Processor is worst(don't even manage to play background song while downloading any stuff)(2)-audio recording quality is the third class(3)-except for these 2, everything is well.",Negative,25,182,0,0
Some problems in this mobile.,1,Don't buy this mobile because this Mobile in call spiker in different voice in this mobile . Spiker is so bed and bsnl net work problem in this mobile . Because my simple mobile in bsnl card work properly but Samsung m 12 mobile in bsnl card not work properly.,Don't buy this mobile because this Mobile in call spiker in different voice in this mobile . Spiker is so bed and bsnl net work problem in this mobile . Because my simple mobile in bsnl card work properly but Samsung m 12 mobile in bsnl card not work properly.,Negative,50,260,0,0
Amazon is not accepting it back to exchange with other mobile,1,"Average phonePros: Just good battery and big screenCons: very poor camera, heating while chargingI want to exchange this junk to another phone but it doesn’t show up on the list of exchanges on amazon.","Average phonePros: Just good battery and big screenCons: very poor camera, heating while chargingI want to exchange this junk to another phone but it doesn’t show up on the list of exchanges on amazon.",Negative,34,201,0,0
in this phone every time calling problem.. plz dont..,2,i like battery and look.display is not good as amoledperformance is also not goodand finally calling is have worst in every time.... i m too disappointed with his calling performance..,i like battery and look.display is not good as amoledperformance is also not goodand finally calling is have worst in every time.... i m too disappointed with his calling performance..,Negative,30,184,0,0
Review,3,Phone is very heavy and becomes uncomfortable to hold during a long call.. camera quality is also sub par,Phone is very heavy and becomes uncomfortable to hold during a long call.. camera quality is also sub par,Neutral,19,105,0,0
Phone is solid with nice looking and very good battery backup.,5,Phone is very smooth and handy.Battery Backup is very nice.Camera quality is also nice.Phone is little heavy but solid body.Gorilla glass screen is also very good .Sound quality with Dolby atmos feature makes it perfect. Size is more enough for watching movies and games.,Phone is very smooth and handy.Battery Backup is very nice.Camera quality is also nice.Phone is little heavy but solid body.Gorilla glass screen is also very good .Sound quality with Dolby atmos feature makes it perfect. Size is more enough for watching movies and games.,Positive,44,271,0,0
Dont buy this one...,1,"The phone is a dud,, hangs and heat up. Bought two sets for my parents and both are extermely sad about the waste of money..","The phone is a dud,, hangs and heat up. Bought two sets for my parents and both are extermely sad about the waste of money..",Negative,25,124,0,0
GalaxyM12 exilent ... five star ✨✨✨✨✨,5,Grand display ND big display... amazing fingerprint button 🔘...superb touch screen....nyc color ..bettery backup life is longer ... camera 📸 quality is very good....,Grand display ND big display... amazing fingerprint button 🔘...superb touch screen....nyc color ..bettery backup life is longer ... camera 📸 quality is very good....,Positive,24,165,0,0
As if 12 hours of usage phone works good so far,5,I have purchased this phone for one of my relatives he is very happy from the performance . He is lite user,I have purchased this phone for one of my relatives he is very happy from the performance . He is lite user,Positive,22,107,0,0
medium product,3,"not satisfied in camera quality, and battery lifenot real 48mp camera.. and battery life is one and half day only but rarely used mobile my family.. total waste for money,, and worst samsung product of M12 Mobile","not satisfied in camera quality, and battery lifenot real 48mp camera.. and battery life is one and half day only but rarely used mobile my family.. total waste for money,, and worst samsung product of M12 Mobile",Neutral,37,212,0,0
Writing after 5 months of use,5,I really don't have to write a long review if you are looking to buy this phone this is your sign go for it it's the best decision I made works like a champ,I really don't have to write a long review if you are looking to buy this phone this is your sign go for it it's the best decision I made works like a champ,Positive,34,156,0,0
Don't for this! Bad performance,1,"Except battery backup nothing is goodCamera worstPerformance very slowEach action be it dialing a number, opening call history or whatever it is there will be 3-4 seconds delay","Except battery backup nothing is goodCamera worstPerformance very slowEach action be it dialing a number, opening call history or whatever it is there will be 3-4 seconds delay",Negative,28,176,0,0
Don’t buy this product,1,"Poor camera , bad Battey , heating up, hangs from day 1, bad service & product of Amazon.They are not replacing the product & asking to check through a software. Don’t get trapped","Poor camera , bad Battey , heating up, hangs from day 1, bad service & product of Amazon.They are not replacing the product & asking to check through a software. Don’t get trapped",Negative,33,179,0,0
Good one for tht price,5,Good one for that price. Need to see how's the phone performance  will be. Till now it was good 👍 since one week I am using it,Good one for that price. Need to see how's the phone performance  will be. Till now it was good 👍 since one week I am using it,Positive,27,126,0,0
Poor mobile quality,1,I am very disappointed with galaxy m12. Its very costly. But features are not as an expensive mobile.,I am very disappointed with galaxy m12. Its very costly. But features are not as an expensive mobile.,Negative,18,101,0,0
Not like as a  SAMSUNG Product,1,"1.Hanging2.Speaker Volume is very less - Unable to hear songs and Talk clearly.3.While receiving call  unable to attend -4.Battery Charging time is moreI love to use SAMSUNG Mobiles ,But this time i am totally disappointed with this model.","1.Hanging2.Speaker Volume is very less - Unable to hear songs and Talk clearly.3.While receiving call  unable to attend -4.Battery Charging time is moreI love to use SAMSUNG Mobiles ,But this time i am totally disappointed with this model.",Negative,38,239,0,0
Worth for money,5,Finger print: it is very easy to access this M12 model during ON and OFF mobile.Battery life: it is very useful for me and battery life 3 days even I am attending my kids Online classes.Camera quality: It's good clarity back and front camera. even after zoom image pixel very clear.,Finger print: it is very easy to access this M12 model during ON and OFF mobile.Battery life: it is very useful for me and battery life 3 days even I am attending my kids Online classes.Camera quality: It's good clarity back and front camera. even after zoom image pixel very clear.,Positive,51,282,0,0
Battery not as expected,4,"Finger print awesome, camera as always very nice...Battery not as expected still m doubt is it 6000mah or what...Reviewing after 4th day use complete","Finger print awesome, camera as always very nice...Battery not as expected still m doubt is it 6000mah or what...Reviewing after 4th day use complete",Positive,24,149,0,0
Worst phone you can ever buy!!!,1,"Warning: Don't buy this phone or else you'll repent a lot.This phone was delivered to me on 4th December 2021. For the first few days, the phone worked nice but after that it started hanging a lot. The overall performance is very bad for this phone. Please don't purchase it.","Warning: Don't buy this phone or else you'll repent a lot.This phone was delivered to me on 4th December 2021. For the first few days, the phone worked nice but after that it started hanging a lot. The overall performance is very bad for this phone. Please don't purchase it.",Negative,50,275,0,0
Super battry life and display,5,Super battry life......Super displayCamera is.....good not best one. But at this price point its better than other ....... because of samsung.Sometime lag....idont know why.,Super battry life......Super displayCamera is.....good not best one. But at this price point its better than other ....... because of samsung.Sometime lag....idont know why.,Positive,24,173,0,0
Good phone for this price.,5,"The phone is really good and I gifted it to my Fiance.. the camera, processer, display, refresh rate are advantages.","The phone is really good and I gifted it to my Fiance.. the camera, processer, display, refresh rate are advantages.",Positive,20,116,0,0
Worst mobile,1,"Samsung worst product of the year. Within 3 months display is not working. Very slow, very bad UI experience. I will never go for Samsung mobile in future","Samsung worst product of the year. Within 3 months display is not working. Very slow, very bad UI experience. I will never go for Samsung mobile in future",Negative,28,154,0,0
Excellent budget phone,5,"I got this for my dad and he is loving it.Though he doesn't play games in this, for watching videos its excellent.","I got this for my dad and he is loving it.Though he doesn't play games in this, for watching videos its excellent.",Positive,22,114,0,0
Camera is not as per the expectations,3,Fingerprint sensor is goodBattery life is also nice i. E 1.5 days including internet browsingCamera quality is not that much good as per the expectations. There is no feature for slow motion and also the quality of picture gets ruptured or say not so good when zooming the image .,Fingerprint sensor is goodBattery life is also nice i. E 1.5 days including internet browsingCamera quality is not that much good as per the expectations. There is no feature for slow motion and also the quality of picture gets ruptured or say not so good when zooming the image .,Neutral,50,280,0,0
A good budget phone.,3,I bought this for my grandparents. According to its price this phone is a good choice but then it can't be used for a longer period of time as it gets heated up within a few time of usage. The camera quality is satisfactory. This phone is not for gaming brats as it gets heated up way sooner.,I bought this for my grandparents. According to its price this phone is a good choice but then it can't be used for a longer period of time as it gets heated up within a few time of usage. The camera quality is satisfactory. This phone is not for gaming brats as it gets heated up way sooner.,Neutral,58,292,0,0
Fast Chsrging? Not even in your Dream!!,1,Fast Chsrging? Not even in your Dream!!Operating speed worst!!Hitting problem while chargingNot even charging in normal speed forget about 20w fast chsrgingAlmost ..Disappointed.Wast of hard earned money.I just want to have refund against this waste model.,Fast Chsrging? Not even in your Dream!!Operating speed worst!!Hitting problem while chargingNot even charging in normal speed forget about 20w fast chsrgingAlmost ..Disappointed.Wast of hard earned money.I just want to have refund against this waste model.,Negative,36,256,4,1
Picture quality is bad and too slow opening apps.,1,I expected this phone to have better picture quality. It is very bad.Home screen and apps are opening too slow. Didn't expect this with Samusung own processor (Exynos) and octa cores. It is a big let down.There is no return option also with this phone. Too bad. very disappointed.,I expected this phone to have better picture quality. It is very bad.Home screen and apps are opening too slow. Didn't expect this with Samusung own processor (Exynos) and octa cores. It is a big let down.There is no return option also with this phone. Too bad. very disappointed.,Negative,49,280,0,0
Great,5,"Good Delivery!Excellent Display, more wider and more fascinating.!Great Camera.","Good Delivery!Excellent Display, more wider and more fascinating.!Great Camera.",Positive,9,79,2,0
Great budget phone,5,"I am really happy with the product, it has all modern features which I wanted. Good Camera, good Display, also battery backup is quite good. Can't expect more with this budget.","I am really happy with the product, it has all modern features which I wanted. Good Camera, good Display, also battery backup is quite good. Can't expect more with this budget.",Positive,31,176,0,0
Worst from Samsung,1,"This mobile is the one of the worst mobile I have seen in my life.. too much lag.. applications take lots of time to open.. camera quality is very poor.. overall my suggestion is not to buy this mobile..you may go with poco, OPPO, MI in same range. Please don't buy this product.","This mobile is the one of the worst mobile I have seen in my life.. too much lag.. applications take lots of time to open.. camera quality is very poor.. overall my suggestion is not to buy this mobile..you may go with poco, OPPO, MI in same range. Please don't buy this product.",Negative,53,279,0,0
Ok for this price range but could have been better.Felt it was overhyped..,4,"Brought this mobile on the launch date and express delivery.kudos.Pros: Sleek and good .Pic quality is ok but not as 48MPBattery backup , so far good.Cons:Volume not upto the mark.Fast charging is ok but actually doesn't fullfill what fast charging to do.","Brought this mobile on the launch date and express delivery.kudos.Pros: Sleek and good .Pic quality is ok but not as 48MPBattery backup , so far good.Cons:Volume not upto the mark.Fast charging is ok but actually doesn't fullfill what fast charging to do.",Positive,42,255,0,0
Great deal,4,"We had to get a mobile phone for an online school for girls.I got this phone delivered on 07th October.  The phone is very nice.  But today, on the fifth day, there is a real noise in his speaker.  Please tell, what to do...........  This is a request for early notification. Harish B.Kedare","We had to get a mobile phone for an online school for girls.I got this phone delivered on 07th October.  The phone is very nice.  But today, on the fifth day, there is a real noise in his speaker.  Please tell, what to do...........  This is a request for early notification. Harish B.Kedare",Positive,53,291,0,0
Dull display,3,"Fingerprint reader is good.The display of the phone is dull. If you have used Samsung phones and switch to this model, you can clearly makeout the difference. Display could have been better actually.Camera quality is ok, ok.Battery lasts for a day.","Fingerprint reader is good.The display of the phone is dull. If you have used Samsung phones and switch to this model, you can clearly makeout the difference. Display could have been better actually.Camera quality is ok, ok.Battery lasts for a day.",Neutral,41,248,0,0
Best Smartphone display quality excellent performance very very  & one Ui,5,Very very happy good quality smartphone display quality excellent & performance very very fast refresh rate 90h value for money samsung hd display but quality very very good redmi note 10 Full HD Amoled display not good my experiences samsung display good quality hd,Very very happy good quality smartphone display quality excellent & performance very very fast refresh rate 90h value for money samsung hd display but quality very very good redmi note 10 Full HD Amoled display not good my experiences samsung display good quality hd,Positive,44,266,0,0
Budget one!!,5,Front Camera quality is bit low (as it is 8MP)Battery average (around 5000mah type)90hz refresh rate is okayOverally 3.8-4.2 starsIf you are looking for a big battery big storage with 6GB ram phone go for itIf you are a camera person this phone is not for you!!,Front Camera quality is bit low (as it is 8MP)Battery average (around 5000mah type)90hz refresh rate is okayOverally 3.8-4.2 starsIf you are looking for a big battery big storage with 6GB ram phone go for itIf you are a camera person this phone is not for you!!,Positive,47,261,2,0
Looks very ordinary..,2,"Looks very ordinary phone, just compated it with old model Redmi released 3-4 years back, they look far better than this mobile.. Samsung to up their standards quality wise as well. Poor Camera and looks very very ordinary.","Looks very ordinary phone, just compated it with old model Redmi released 3-4 years back, they look far better than this mobile.. Samsung to up their standards quality wise as well. Poor Camera and looks very very ordinary.",Negative,38,223,0,0
Simply useless,1,"The touch sensors are the worst part and what is smart phone if the touch doesn't work. On a broader perspective all Samsung phones are the same. Try redmi, moto or oneplus if your budget is there.","The touch sensors are the worst part and what is smart phone if the touch doesn't work. On a broader perspective all Samsung phones are the same. Try redmi, moto or oneplus if your budget is there.",Negative,37,197,0,0
Worst  mobile,1,"Worst mobileIsse accha to maine jo mobile exchange kiya tha wo tha bhot afsos hua mujhe apne decision pePerformance is lagging a lotNot a good dealWorst product in this rangeCamera dull, performance slow ,hang started 2nd day just waoHorrible product","Worst mobileIsse accha to maine jo mobile exchange kiya tha wo tha bhot afsos hua mujhe apne decision pePerformance is lagging a lotNot a good dealWorst product in this rangeCamera dull, performance slow ,hang started 2nd day just waoHorrible product",Negative,40,250,0,0
Go for it.,5,Fast and snappy budget phone with good battery. First I thought screen was not full HD will be an issue but trust me the quality of this panel is so good that you barely notice anything. I am currently using one plus 8 also and this seem good for day to day usage .,Fast and snappy budget phone with good battery. First I thought screen was not full HD will be an issue but trust me the quality of this panel is so good that you barely notice anything. I am currently using one plus 8 also and this seem good for day to day usage .,Positive,54,265,0,0
Extreme lavel mobile.,5,"On thish price it's a very good mobile. It's my 1 month experience that1. No hanging2. Amazing battery3. Amazing camera 📷4. Refresh rate is higher5. It's a amazing mobile in this price 😃6.Dark modeI'm very setisfy, you can try.","On thish price it's a very good mobile. It's my 1 month experience that1. No hanging2. Amazing battery3. Amazing camera 📷4. Refresh rate is higher5. It's a amazing mobile in this price 😃6.Dark modeI'm very setisfy, you can try.",Positive,39,227,0,0
Good product 👌,5,"All are ok.  Good product>specially battery, back camera & finger print lock 😄It might be better if the front camera became so good 😒Mobile phone is very nice but I found the issue in front camera 😒 quality of photos taken by front camera is not very good but in day time it is OK.","All are ok.  Good product>specially battery, back camera & finger print lock 😄It might be better if the front camera became so good 😒Mobile phone is very nice but I found the issue in front camera 😒 quality of photos taken by front camera is not very good but in day time it is OK.",Positive,55,281,0,0
Perfect budget mobile,5,"After 3 weeks usage of this phone .It was budget mobile under 10k.. those who are looking budget brand can choose these mobile because camera , phone ram speed , gaming etc.... Can order this mobile overall everything fine","After 3 weeks usage of this phone .It was budget mobile under 10k.. those who are looking budget brand can choose these mobile because camera , phone ram speed , gaming etc.... Can order this mobile overall everything fine",Positive,39,222,0,0
Value for money :),4,In this budget you are getting a decent deal with all specifications Samsung is providing. Only drawback I have observed is that this devise is not get connected with 5G Wifi. But you will get monster battery and decent camera quality and on the top of it. SAMSUNG brand value.,In this budget you are getting a decent deal with all specifications Samsung is providing. Only drawback I have observed is that this devise is not get connected with 5G Wifi. But you will get monster battery and decent camera quality and on the top of it. SAMSUNG brand value.,Positive,50,277,0,0
Not up to the Samsung standards.,1,Bought this mobile a month back. Just using for callls and not even download any apps. But with in a month it's started hanging and touch also has the problem it automatically gets touched in multiples places and reacts wildly.Amazon not providing option for replacement.,Bought this mobile a month back. Just using for callls and not even download any apps. But with in a month it's started hanging and touch also has the problem it automatically gets touched in multiples places and reacts wildly.Amazon not providing option for replacement.,Negative,45,271,0,0
Good quality. Value for money,5,Phone specifications are good. Latest version of software pls good camera quality. Overall very happy with the phone. Value for money.,Phone specifications are good. Latest version of software pls good camera quality. Overall very happy with the phone. Value for money.,Positive,21,134,0,0
Heavy to hold.,5,The phone in white looks primly good.Mobole phone is alot heavy to hold in one hand..Battery capacity lasts for good 2days.Camera is smooth.. in-menus display refresh rate is fast.Phone lags like a second while interchanging aps,The phone in white looks primly good.Mobole phone is alot heavy to hold in one hand..Battery capacity lasts for good 2days.Camera is smooth.. in-menus display refresh rate is fast.Phone lags like a second while interchanging aps,Positive,36,228,0,0
Best in the range,5,"Brought it for 8.5k and its best for the money.good build quality, camera is also good and good battery life .","Brought it for 8.5k and its best for the money.good build quality, camera is also good and good battery life .",Positive,21,110,0,0
Choice another phone,1,"If u want to waste money, buy this phone.It is extreme bad 👎 product. Speaker is fully damaged. I buyed it and it has inbuilt speaker problem. ₹900will need to repair it.  And instead it is 4gb 64 internal it hang's a lot. I will give you advice not to buy this product. It is defective.","If u want to waste money, buy this phone.It is extreme bad 👎 product. Speaker is fully damaged. I buyed it and it has inbuilt speaker problem. ₹900will need to repair it.  And instead it is 4gb 64 internal it hang's a lot. I will give you advice not to buy this product. It is defective.",Negative,56,287,0,0
Don't buy M12,1,"Don't buy this product,  as I believe because  of SamsungCamara even normal  12mp is better clarity as comparing  this phone  48mp...Battery  is OKDisplay not expected  clarity.","Don't buy this product,  as I believe because  of SamsungCamara even normal  12mp is better clarity as comparing  this phone  48mp...Battery  is OKDisplay not expected  clarity.",Negative,26,177,0,0
A good phone.,3,Most of it is good except the speaker .Even at full vol setting sound is inadequate even in comparison  with other samsung phones such as M10.,Most of it is good except the speaker .Even at full vol setting sound is inadequate even in comparison  with other samsung phones such as M10.,Neutral,26,142,0,0
Bad,1,Very bad product faulty peiceBad Voice is not proper at all der is default in piece plzzz recheck and take or. Return the cellohone not clear mic,Very bad product faulty peiceBad Voice is not proper at all der is default in piece plzzz recheck and take or. Return the cellohone not clear mic,Negative,27,145,0,0
Not satisfied,3,"This phone can be used just for talking purpose, No fingerprint reader option in this mobile, camera quality is not good, it's very average, battery is ok and it exist for one day, Mobile is too weight and feels pain if hold for few minutes, totally average phone","This phone can be used just for talking purpose, No fingerprint reader option in this mobile, camera quality is not good, it's very average, battery is ok and it exist for one day, Mobile is too weight and feels pain if hold for few minutes, totally average phone",Neutral,48,263,0,0
"I think front camera need to improve by Samsung, m12",3,Front camera is not clear shoot any picture. I think improve front cameras through Samsung m12. And also back cameras average. Good pictures take by m12.Battery life is very goodFinger lock is also good not v good.And mobile looking is  very good and pretty,Front camera is not clear shoot any picture. I think improve front cameras through Samsung m12. And also back cameras average. Good pictures take by m12.Battery life is very goodFinger lock is also good not v good.And mobile looking is  very good and pretty,Neutral,44,257,0,0
Product,5,Just a word don't buy any products of Samsung because once it got default you have to pay for that Samsung service centre won't get it correct under warranty.  Please don't buy.,Just a word don't buy any products of Samsung because once it got default you have to pay for that Samsung service centre won't get it correct under warranty.  Please don't buy.,Positive,32,177,0,0
